record_id,query_idx,query,concat
list1_43928,0,산재예방 시설 융자,"[TITLE] 2022년 산재예방시설 융자금 지원사업 안내
[SUMMARY] 2022년 산재예방시설 융자금 지원사업 안내"
list1_43928,1,산업재해 예방 시설을 설치할 때 받을 수 있는 융자 지원 안내,"[TITLE] 2022년 산재예방시설 융자금 지원사업 안내
[SUMMARY] 2022년 산재예방시설 융자금 지원사업 안내"
list1_43928,2,산재예방시설 융자금 지원사업 안내,"[TITLE] 2022년 산재예방시설 융자금 지원사업 안내
[SUMMARY] 2022년 산재예방시설 융자금 지원사업 안내"
list1_44219,0,이동식크레인 안전점검,"[TITLE] 2022 위험기계기구 이동식크레인 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(이동식크레인) 재해 예방 OPS 및 안전점검표"
list1_44219,1,이동식 크레인 작업 사고를 예방하려면 무엇을 점검해야 하는지,"[TITLE] 2022 위험기계기구 이동식크레인 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(이동식크레인) 재해 예방 OPS 및 안전점검표"
list1_44219,2,위험기계기구 이동식크레인 재해예방 OPS 안전점검표,"[TITLE] 2022 위험기계기구 이동식크레인 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(이동식크레인) 재해 예방 OPS 및 안전점검표"
list1_44218,0,산업용로봇 안전점검,"[TITLE] 2022 위험기계기구 산업용로봇 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(산업용로봇) 재해 예방 OPS 및 안전점검표"
list1_44218,1,산업용 로봇 작업 중 끼임 같은 사고를 막기 위한 점검표,"[TITLE] 2022 위험기계기구 산업용로봇 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(산업용로봇) 재해 예방 OPS 및 안전점검표"
list1_44218,2,위험기계기구 산업용로봇 재해예방 OPS 안전점검표,"[TITLE] 2022 위험기계기구 산업용로봇 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(산업용로봇) 재해 예방 OPS 및 안전점검표"
list1_44217,0,프레스 안전점검,"[TITLE] 2022 위험기계기구 프레스 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(프레스) 재해 예방 OPS 및 안전점검표"
list1_44217,1,프레스 기계 작업 중 사고를 예방하기 위한 점검사항,"[TITLE] 2022 위험기계기구 프레스 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(프레스) 재해 예방 OPS 및 안전점검표"
list1_44217,2,위험기계기구 프레스 재해예방 OPS 안전점검표,"[TITLE] 2022 위험기계기구 프레스 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(프레스) 재해 예방 OPS 및 안전점검표"
list1_44251,0,자동차 정비 사망사고,"[TITLE] 자동차 배출가스검사, 시동불량 정비중 사망사고 발생경보 안내
[SUMMARY] 자동차 배출가스검사와 시동불량정비중 사망사고사례 및 안전조치 방법 등 안내"
list1_44251,1,배출가스 검사나 시동 불량 정비 중 사망사고가 난 사례와 안전조치,"[TITLE] 자동차 배출가스검사, 시동불량 정비중 사망사고 발생경보 안내
[SUMMARY] 자동차 배출가스검사와 시동불량정비중 사망사고사례 및 안전조치 방법 등 안내"
list1_44251,2,자동차 배출가스검사 시동불량 정비 사망사고 발생경보 안내,"[TITLE] 자동차 배출가스검사, 시동불량 정비중 사망사고 발생경보 안내
[SUMMARY] 자동차 배출가스검사와 시동불량정비중 사망사고사례 및 안전조치 방법 등 안내"
list1_44240,0,수해복구 안전사고,"[TITLE] 건물관리업 수해복구 시 재해사례 및 예방대책
[SUMMARY] 건물관리업 수해복구 시 재해사례 및 예방대책 전파"
list1_44240,1,건물 관리 현장에서 물난리 복구할 때 생기는 사고 사례와 예방법,"[TITLE] 건물관리업 수해복구 시 재해사례 및 예방대책
[SUMMARY] 건물관리업 수해복구 시 재해사례 및 예방대책 전파"
list1_44240,2,건물관리업 수해복구 재해사례 예방대책,"[TITLE] 건물관리업 수해복구 시 재해사례 및 예방대책
[SUMMARY] 건물관리업 수해복구 시 재해사례 및 예방대책 전파"
list1_44257,0,중량물 낙하 사고,"[TITLE] [Quick Message] 10호 인양 중 낙하한 중량물에 맞는 사망 사고 연속 발생
[SUMMARY] 인양 중 낙하한 중량물에 맞는 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44257,1,물건을 들어 올리다 떨어진 무거운 물체에 맞는 사고를 예방하는 방법,"[TITLE] [Quick Message] 10호 인양 중 낙하한 중량물에 맞는 사망 사고 연속 발생
[SUMMARY] 인양 중 낙하한 중량물에 맞는 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44257,2,Quick Message 인양 낙하 중량물 사망 사고 연속 발생,"[TITLE] [Quick Message] 10호 인양 중 낙하한 중량물에 맞는 사망 사고 연속 발생
[SUMMARY] 인양 중 낙하한 중량물에 맞는 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44216,0,이삿짐 리프트 안전점검,"[TITLE] 2022 위험기계기구 이삿짐운반용리프트 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(이삿짐운반용리프트) 재해 예방 OPS 및 안전점검표"
list1_44216,1,이삿짐 운반용 리프트를 쓸 때 사고를 막기 위한 점검표,"[TITLE] 2022 위험기계기구 이삿짐운반용리프트 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(이삿짐운반용리프트) 재해 예방 OPS 및 안전점검표"
list1_44216,2,위험기계기구 이삿짐운반용리프트 재해예방 OPS 안전점검표,"[TITLE] 2022 위험기계기구 이삿짐운반용리프트 재해예방 OPS 및 안전점검표
[SUMMARY] 2022년도 사망사고감소를 위한 유해·위험 기계·기구(이삿짐운반용리프트) 재해 예방 OPS 및 안전점검표"
list1_44248,0,지붕 추락 사고,"[TITLE] [Quick Message] 9호 지붕 이동 중 추락 사망 사고 연속 발생
[SUMMARY] 지붕 이동 중 추락 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44248,1,지붕 위에서 이동하다 떨어지는 사망사고를 예방하는 주의사항,"[TITLE] [Quick Message] 9호 지붕 이동 중 추락 사망 사고 연속 발생
[SUMMARY] 지붕 이동 중 추락 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44248,2,Quick Message 지붕 이동 추락 사망 사고 연속 발생,"[TITLE] [Quick Message] 9호 지붕 이동 중 추락 사망 사고 연속 발생
[SUMMARY] 지붕 이동 중 추락 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44243,0,굴착면 붕괴 매몰,"[TITLE] [Quick Message] 8호 굴착면 붕괴로 매몰 사망 사고 연속 발생
[SUMMARY] 굴착면 붕괴로 매몰 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44243,1,땅을 파는 현장에서 굴착면이 무너져 매몰되는 사고 예방,"[TITLE] [Quick Message] 8호 굴착면 붕괴로 매몰 사망 사고 연속 발생
[SUMMARY] 굴착면 붕괴로 매몰 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44243,2,Quick Message 굴착면 붕괴 매몰 사망 사고 연속 발생,"[TITLE] [Quick Message] 8호 굴착면 붕괴로 매몰 사망 사고 연속 발생
[SUMMARY] 굴착면 붕괴로 매몰 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44233,0,3D프린터 안전,"[TITLE] 3D프린팅 안전보건사항 OPS 및 가이드
[SUMMARY] 3D프린터 사용 시 기본적인 안전보건 조치사항 미이행(프린터 사용 공간의 미분리, 적절한 환기 미흡, 적정보호구 미착용 등)으로 유해 물질*이 발생되어 사용자가 지속적으로 노출되면 건강상 위험이 발생하므로 이를 예방하기 위해서 만든자료입니다. # 3D 프린트 안전작업 관련 OPS 3종 및 가이드 ※ 동 자료는 과학기술정보통신부에서 제작 및 배포하는 자료입니다. 동 자료의 내용에 관하여 궁금하신 사항은 과학기술정보통신부로 문의하여 주시기 바랍니다. ※ 자료 출처: 과학기술정보통신부 홈페이지 > 알림 > 공지사항 > 공지사항 내 「3D프린터 안전 이용 가이드라인」배포(2022.7.19.)"
list1_44233,1,3D프린터 사용할 때 환기나 보호구 등 건강을 지키는 안전수칙,"[TITLE] 3D프린팅 안전보건사항 OPS 및 가이드
[SUMMARY] 3D프린터 사용 시 기본적인 안전보건 조치사항 미이행(프린터 사용 공간의 미분리, 적절한 환기 미흡, 적정보호구 미착용 등)으로 유해 물질*이 발생되어 사용자가 지속적으로 노출되면 건강상 위험이 발생하므로 이를 예방하기 위해서 만든자료입니다. # 3D 프린트 안전작업 관련 OPS 3종 및 가이드 ※ 동 자료는 과학기술정보통신부에서 제작 및 배포하는 자료입니다. 동 자료의 내용에 관하여 궁금하신 사항은 과학기술정보통신부로 문의하여 주시기 바랍니다. ※ 자료 출처: 과학기술정보통신부 홈페이지 > 알림 > 공지사항 > 공지사항 내 「3D프린터 안전 이용 가이드라인」배포(2022.7.19.)"
list1_44233,2,3D프린팅 안전보건사항 OPS 가이드 3D프린터 안전 이용 가이드라인,"[TITLE] 3D프린팅 안전보건사항 OPS 및 가이드
[SUMMARY] 3D프린터 사용 시 기본적인 안전보건 조치사항 미이행(프린터 사용 공간의 미분리, 적절한 환기 미흡, 적정보호구 미착용 등)으로 유해 물질*이 발생되어 사용자가 지속적으로 노출되면 건강상 위험이 발생하므로 이를 예방하기 위해서 만든자료입니다. # 3D 프린트 안전작업 관련 OPS 3종 및 가이드 ※ 동 자료는 과학기술정보통신부에서 제작 및 배포하는 자료입니다. 동 자료의 내용에 관하여 궁금하신 사항은 과학기술정보통신부로 문의하여 주시기 바랍니다. ※ 자료 출처: 과학기술정보통신부 홈페이지 > 알림 > 공지사항 > 공지사항 내 「3D프린터 안전 이용 가이드라인」배포(2022.7.19.)"
list1_44234,0,휴게시설 설치 의무,"[TITLE] 휴게시설 설치의무화 제도 시행 안내 OPS
[SUMMARY] 산업안전보건법 개정에 따른 휴게시설 설치의무화 제도 시행 안내"
list1_44234,1,사업장에 휴게공간을 의무적으로 설치해야 하는 제도 안내,"[TITLE] 휴게시설 설치의무화 제도 시행 안내 OPS
[SUMMARY] 산업안전보건법 개정에 따른 휴게시설 설치의무화 제도 시행 안내"
list1_44234,2,휴게시설 설치의무화 제도 시행 안내 OPS,"[TITLE] 휴게시설 설치의무화 제도 시행 안내 OPS
[SUMMARY] 산업안전보건법 개정에 따른 휴게시설 설치의무화 제도 시행 안내"
list1_44213,0,휴식 규칙 개정,"[TITLE] 산업안전보건기준에 관한 규칙 제566조(휴식 등) 개정 안내
[SUMMARY] 산업안전보건기준에 관한 규칙 제566조(휴식 등) 개정 안내"
list1_44213,1,근로자 휴식 관련 안전보건 규칙이 바뀐 내용을 찾고 싶어,"[TITLE] 산업안전보건기준에 관한 규칙 제566조(휴식 등) 개정 안내
[SUMMARY] 산업안전보건기준에 관한 규칙 제566조(휴식 등) 개정 안내"
list1_44213,2,산업안전보건기준에 관한 규칙 제566조 휴식 개정 안내,"[TITLE] 산업안전보건기준에 관한 규칙 제566조(휴식 등) 개정 안내
[SUMMARY] 산업안전보건기준에 관한 규칙 제566조(휴식 등) 개정 안내"
list1_44173,0,실외기 설치 수리 안전,"[TITLE] 에어컨 실외기 설치수리 위험작업 확인절차
[SUMMARY] 에어컨 실외기 설치수리 위험작업에 대한 3단계 확인절차 (사전확인->위험작업 현장확인->모니터링)"
list1_44173,1,에어컨 실외기 설치하거나 수리할 때 위험작업 확인하는 절차 자료,"[TITLE] 에어컨 실외기 설치수리 위험작업 확인절차
[SUMMARY] 에어컨 실외기 설치수리 위험작업에 대한 3단계 확인절차 (사전확인->위험작업 현장확인->모니터링)"
list1_44173,2,에어컨 실외기 설치수리 위험작업 확인절차,"[TITLE] 에어컨 실외기 설치수리 위험작업 확인절차
[SUMMARY] 에어컨 실외기 설치수리 위험작업에 대한 3단계 확인절차 (사전확인->위험작업 현장확인->모니터링)"
list1_44194,0,적재 하역 깔림,"[TITLE] [Quick Message] 6호 적재/하역 작업 중 깔림 사고 연속 발생
[SUMMARY] 적재/하역 작업 중 깔림 사고 연속발생 관련 퀵메세지 입니다."
list1_44194,1,물건 싣고 내리는 작업 중 깔림 사고 예방 자료,"[TITLE] [Quick Message] 6호 적재/하역 작업 중 깔림 사고 연속 발생
[SUMMARY] 적재/하역 작업 중 깔림 사고 연속발생 관련 퀵메세지 입니다."
list1_44194,2,적재 하역 작업 깔림 사고 연속 발생 Quick Message,"[TITLE] [Quick Message] 6호 적재/하역 작업 중 깔림 사고 연속 발생
[SUMMARY] 적재/하역 작업 중 깔림 사고 연속발생 관련 퀵메세지 입니다."
list1_44207,0,리프트 작업 사망,"[TITLE] [Quick Message] 7호 리프트 작업 중 사망 사고 연속 발생
[SUMMARY] 리프트 작업 중 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44207,1,리프트로 작업하다가 사망 사고가 계속 발생한 사례 자료,"[TITLE] [Quick Message] 7호 리프트 작업 중 사망 사고 연속 발생
[SUMMARY] 리프트 작업 중 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44207,2,리프트 작업 사망 사고 연속 발생 Quick Message,"[TITLE] [Quick Message] 7호 리프트 작업 중 사망 사고 연속 발생
[SUMMARY] 리프트 작업 중 사망 사고 연속발생 관련 퀵메세지 입니다."
list1_44178,0,학교 시설관리 안전,"[TITLE] 학교 시설관리 작업 시 사망사고 예방대책
[SUMMARY] 학교 시설관리 작업 시 사망사고 예방대책에 대한 내용 전파"
list1_44178,1,학교에서 시설관리 작업할 때 사망사고를 막는 안전대책 자료,"[TITLE] 학교 시설관리 작업 시 사망사고 예방대책
[SUMMARY] 학교 시설관리 작업 시 사망사고 예방대책에 대한 내용 전파"
list1_44178,2,학교 시설관리 작업 사망사고 예방대책,"[TITLE] 학교 시설관리 작업 시 사망사고 예방대책
[SUMMARY] 학교 시설관리 작업 시 사망사고 예방대책에 대한 내용 전파"
list1_44177,0,비료배합기계 사고,"[TITLE] 농업 비료배합기계 사망사고 예방대책
[SUMMARY] 농업 비료배합기계 사망사고 예방대책 퀵메시지, 사고사례 등 전파"
list1_44177,1,농업 현장에서 비료 배합 기계 사용 중 사망사고 예방 자료,"[TITLE] 농업 비료배합기계 사망사고 예방대책
[SUMMARY] 농업 비료배합기계 사망사고 예방대책 퀵메시지, 사고사례 등 전파"
list1_44177,2,농업 비료배합기계 사망사고 예방대책,"[TITLE] 농업 비료배합기계 사망사고 예방대책
[SUMMARY] 농업 비료배합기계 사망사고 예방대책 퀵메시지, 사고사례 등 전파"
list1_43994,0,채광창 안전덮개 지원,"[TITLE] 2022년 지붕 채광창 안전덮개 구입비용 지원안내
[SUMMARY] 2022년 지붕 채광창 안전덮개 구입비용 지원안내"
list1_43994,1,지붕 채광창에 안전덮개 설치할 때 비용 지원받는 안내 자료,"[TITLE] 2022년 지붕 채광창 안전덮개 구입비용 지원안내
[SUMMARY] 2022년 지붕 채광창 안전덮개 구입비용 지원안내"
list1_43994,2,지붕 채광창 안전덮개 구입비용 지원안내,"[TITLE] 2022년 지붕 채광창 안전덮개 구입비용 지원안내
[SUMMARY] 2022년 지붕 채광창 안전덮개 구입비용 지원안내"
list1_43927,0,추락방지 안전시설 지원,"[TITLE] 2022년 추락방지용 안전시설 건설업 클린사업 지원안내
[SUMMARY] 2022년 추락방지용 안전시설 건설업 클린사업 지원안내"
list1_43927,1,건설현장 추락방지 안전시설 설치 비용 지원받는 사업 안내,"[TITLE] 2022년 추락방지용 안전시설 건설업 클린사업 지원안내
[SUMMARY] 2022년 추락방지용 안전시설 건설업 클린사업 지원안내"
list1_43927,2,추락방지용 안전시설 건설업 클린사업 지원안내,"[TITLE] 2022년 추락방지용 안전시설 건설업 클린사업 지원안내
[SUMMARY] 2022년 추락방지용 안전시설 건설업 클린사업 지원안내"
list1_44180,0,감전 사고 예방,"[TITLE] [Quick Message] 5호 감전 사고 연속 발생
[SUMMARY] 감전사고 연속발생 관련 퀵메세지 입니다."
list1_44180,1,감전 사고가 계속 발생해서 주의해야 하는 안전 안내 자료,"[TITLE] [Quick Message] 5호 감전 사고 연속 발생
[SUMMARY] 감전사고 연속발생 관련 퀵메세지 입니다."
list1_44180,2,감전 사고 연속 발생 Quick Message,"[TITLE] [Quick Message] 5호 감전 사고 연속 발생
[SUMMARY] 감전사고 연속발생 관련 퀵메세지 입니다."
list1_44171,0,사다리 작업 사고,"[TITLE] 사다리작업 사망사고 발생경보
[SUMMARY] 최근 사다리 작업에서 발생하는 사망사고 사례 및 안전작업수칙 전파"
list1_44171,1,사다리 작업 중 사망사고 사례와 안전수칙을 찾고 있어,"[TITLE] 사다리작업 사망사고 발생경보
[SUMMARY] 최근 사다리 작업에서 발생하는 사망사고 사례 및 안전작업수칙 전파"
list1_44171,2,사다리작업 사망사고 발생경보,"[TITLE] 사다리작업 사망사고 발생경보
[SUMMARY] 최근 사다리 작업에서 발생하는 사망사고 사례 및 안전작업수칙 전파"
list1_44101,0,화물차 운전 사고,"[TITLE] 화물차주 운전원 사망사고위험 예방 가이드
[SUMMARY] 화물차주 운전원 사망사고 위험 예방 가이드"
list1_44101,1,화물차 운전자가 일하다 사망사고 위험을 줄이는 방법 자료,"[TITLE] 화물차주 운전원 사망사고위험 예방 가이드
[SUMMARY] 화물차주 운전원 사망사고 위험 예방 가이드"
list1_44101,2,화물차주 운전원 사망사고위험 예방 가이드,"[TITLE] 화물차주 운전원 사망사고위험 예방 가이드
[SUMMARY] 화물차주 운전원 사망사고 위험 예방 가이드"
list1_44103,0,안전보건 자료 찾기,"[TITLE] 2022 안전보건자료 활용가이드 OPS
[SUMMARY] 한 장으로 정리한 안전보건자료 활용가이드 OPS <안전보건자료를 만나는 8가지 방법> 1. 공단 홈페이지 2. 안전보건자료실 3. 월간 안전보건+ 4. VR 5. 미디어현장배송 6. 안전보건동영상 7. 스마트폰 앱 8. 일선기관 방문"
list1_44103,1,사업장에서 필요한 안전보건 자료를 어디서 찾고 활용하는지 알려주는 자료,"[TITLE] 2022 안전보건자료 활용가이드 OPS
[SUMMARY] 한 장으로 정리한 안전보건자료 활용가이드 OPS <안전보건자료를 만나는 8가지 방법> 1. 공단 홈페이지 2. 안전보건자료실 3. 월간 안전보건+ 4. VR 5. 미디어현장배송 6. 안전보건동영상 7. 스마트폰 앱 8. 일선기관 방문"
list1_44103,2,안전보건자료 활용가이드 OPS,"[TITLE] 2022 안전보건자료 활용가이드 OPS
[SUMMARY] 한 장으로 정리한 안전보건자료 활용가이드 OPS <안전보건자료를 만나는 8가지 방법> 1. 공단 홈페이지 2. 안전보건자료실 3. 월간 안전보건+ 4. VR 5. 미디어현장배송 6. 안전보건동영상 7. 스마트폰 앱 8. 일선기관 방문"
list1_43886,0,안전보건교육 사칭,"[TITLE] 안전보건교육 대상여부 조회시스템 및 고용노동부 지정 안전보건교육기관 사칭 주의 OPS
[SUMMARY] 안전보건교육 대상여부 조회시스템 및 고용노동부 지정 안전보건교육기관 사칭을 방지하기 위한 검색 시스템을 공단 홈페이지 및 앱에 도입하여 해당 내용을 안내 및 홍보하기 위한 OPS 디자인 제작"
list1_43886,1,안전보건교육 대상인지 조회하고 교육기관 사칭을 피하는 방법 자료,"[TITLE] 안전보건교육 대상여부 조회시스템 및 고용노동부 지정 안전보건교육기관 사칭 주의 OPS
[SUMMARY] 안전보건교육 대상여부 조회시스템 및 고용노동부 지정 안전보건교육기관 사칭을 방지하기 위한 검색 시스템을 공단 홈페이지 및 앱에 도입하여 해당 내용을 안내 및 홍보하기 위한 OPS 디자인 제작"
list1_43886,2,안전보건교육 대상여부 조회시스템 고용노동부 지정 안전보건교육기관 사칭 주의 OPS,"[TITLE] 안전보건교육 대상여부 조회시스템 및 고용노동부 지정 안전보건교육기관 사칭 주의 OPS
[SUMMARY] 안전보건교육 대상여부 조회시스템 및 고용노동부 지정 안전보건교육기관 사칭을 방지하기 위한 검색 시스템을 공단 홈페이지 및 앱에 도입하여 해당 내용을 안내 및 홍보하기 위한 OPS 디자인 제작"
list1_44135,0,안전보건자료 택배,"[TITLE] 미디어 현장배송 안내 OPS
[SUMMARY] [미디어 현장배송 서비스] 사업장에서 필요한 자료를 인터넷으로 간편하게 신청하면 택배로 사업장에서 2~3일 이내에 받아볼 수 있는 서비스 입니다. 자료비 : 무료, 택배비 : 한 상자당 3000원 회원가입 없이 사업자등록번호로 로그인 가능! 오른쪽 메뉴 - 미디어 현장배송 버튼을 클릭하세요."
list1_44135,1,사업장에 필요한 안전보건 자료를 인터넷으로 신청해서 배송받는 서비스 안내,"[TITLE] 미디어 현장배송 안내 OPS
[SUMMARY] [미디어 현장배송 서비스] 사업장에서 필요한 자료를 인터넷으로 간편하게 신청하면 택배로 사업장에서 2~3일 이내에 받아볼 수 있는 서비스 입니다. 자료비 : 무료, 택배비 : 한 상자당 3000원 회원가입 없이 사업자등록번호로 로그인 가능! 오른쪽 메뉴 - 미디어 현장배송 버튼을 클릭하세요."
list1_44135,2,미디어 현장배송 안내 OPS,"[TITLE] 미디어 현장배송 안내 OPS
[SUMMARY] [미디어 현장배송 서비스] 사업장에서 필요한 자료를 인터넷으로 간편하게 신청하면 택배로 사업장에서 2~3일 이내에 받아볼 수 있는 서비스 입니다. 자료비 : 무료, 택배비 : 한 상자당 3000원 회원가입 없이 사업자등록번호로 로그인 가능! 오른쪽 메뉴 - 미디어 현장배송 버튼을 클릭하세요."
list1_44130,0,화학 보호복 착용,"[TITLE] 안전한 보호구 착용 길잡이 OPS(화학물질용 보호복)
[SUMMARY] 화학물질용 보호복 안전인증제품의 올바른 착용 및 사용방법 안내 - 화학물질용 보호복의 종류 및 형식 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44130,1,화학물질용 보호복을 올바르게 입고 사용하는 방법 자료,"[TITLE] 안전한 보호구 착용 길잡이 OPS(화학물질용 보호복)
[SUMMARY] 화학물질용 보호복 안전인증제품의 올바른 착용 및 사용방법 안내 - 화학물질용 보호복의 종류 및 형식 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44130,2,안전한 보호구 착용 길잡이 OPS 화학물질용 보호복,"[TITLE] 안전한 보호구 착용 길잡이 OPS(화학물질용 보호복)
[SUMMARY] 화학물질용 보호복 안전인증제품의 올바른 착용 및 사용방법 안내 - 화학물질용 보호복의 종류 및 형식 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44179,0,사다리 추락 사고,"[TITLE] [Quick Message] 4호 사다리 추락 사고 연속 발생
[SUMMARY] 이동식 사다리 작업 중 추락사고 연속 발생"
list1_44179,1,이동식 사다리 작업 중 추락사고가 계속 발생했다는 안전 안내,"[TITLE] [Quick Message] 4호 사다리 추락 사고 연속 발생
[SUMMARY] 이동식 사다리 작업 중 추락사고 연속 발생"
list1_44179,2,사다리 추락 사고 연속 발생 Quick Message,"[TITLE] [Quick Message] 4호 사다리 추락 사고 연속 발생
[SUMMARY] 이동식 사다리 작업 중 추락사고 연속 발생"
list1_44128,0,화학 안전장갑 착용,"[TITLE] 안전한 보호구 착용 길잡이 OPS(화학물질용 안전장갑)
[SUMMARY] 화학물질용 안전장갑 안전인증제품의 올바른 착용 및 사용방법 안내 - 화학물질용 안전장갑의 등급에 따른 기준 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44128,1,화학물질용 안전장갑 등급과 올바른 사용법을 알려주는 자료,"[TITLE] 안전한 보호구 착용 길잡이 OPS(화학물질용 안전장갑)
[SUMMARY] 화학물질용 안전장갑 안전인증제품의 올바른 착용 및 사용방법 안내 - 화학물질용 안전장갑의 등급에 따른 기준 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44128,2,안전한 보호구 착용 길잡이 OPS 화학물질용 안전장갑,"[TITLE] 안전한 보호구 착용 길잡이 OPS(화학물질용 안전장갑)
[SUMMARY] 화학물질용 안전장갑 안전인증제품의 올바른 착용 및 사용방법 안내 - 화학물질용 안전장갑의 등급에 따른 기준 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44129,0,방열복 착용 방법,"[TITLE] 안전한 보호구 착용 길잡이 OPS(방열복)
[SUMMARY] 방열복 안전인증제품의 올바른 착용 및 사용방법 안내 - 방열복의 종류 및 착용부위 - 방열두건의 사용구분 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44129,1,방열복과 방열두건을 언제 어떻게 착용하는지 알려주는 자료,"[TITLE] 안전한 보호구 착용 길잡이 OPS(방열복)
[SUMMARY] 방열복 안전인증제품의 올바른 착용 및 사용방법 안내 - 방열복의 종류 및 착용부위 - 방열두건의 사용구분 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44129,2,안전한 보호구 착용 길잡이 OPS 방열복,"[TITLE] 안전한 보호구 착용 길잡이 OPS(방열복)
[SUMMARY] 방열복 안전인증제품의 올바른 착용 및 사용방법 안내 - 방열복의 종류 및 착용부위 - 방열두건의 사용구분 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44127,0,절연장갑 사용법,"[TITLE] 안전한 보호구 착용 길잡이 OPS(내전압용 절연장갑)
[SUMMARY] 내전압용 절연장갑 안전인증제품의 올바른 착용 및 사용방법 안내 - 내전압용 절연장갑의 등급에 따른 기준 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44127,1,전기 작업용 절연장갑 등급과 착용 방법을 찾고 있어,"[TITLE] 안전한 보호구 착용 길잡이 OPS(내전압용 절연장갑)
[SUMMARY] 내전압용 절연장갑 안전인증제품의 올바른 착용 및 사용방법 안내 - 내전압용 절연장갑의 등급에 따른 기준 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44127,2,안전한 보호구 착용 길잡이 OPS 내전압용 절연장갑,"[TITLE] 안전한 보호구 착용 길잡이 OPS(내전압용 절연장갑)
[SUMMARY] 내전압용 절연장갑 안전인증제품의 올바른 착용 및 사용방법 안내 - 내전압용 절연장갑의 등급에 따른 기준 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44126,0,귀마개 보호구,"[TITLE] 안전한 보호구 착용 길잡이 OPS(방음용보호구)
[SUMMARY] 방음용보호구 안전인증제품의 올바른 착용 및 사용방법 안내 - 방음용보호구 종류 및 등급에 따른 사용장소 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44126,1,소음 작업장에서 쓰는 방음 보호구 종류와 착용 기준 자료,"[TITLE] 안전한 보호구 착용 길잡이 OPS(방음용보호구)
[SUMMARY] 방음용보호구 안전인증제품의 올바른 착용 및 사용방법 안내 - 방음용보호구 종류 및 등급에 따른 사용장소 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44126,2,안전한 보호구 착용 길잡이 OPS 방음용보호구,"[TITLE] 안전한 보호구 착용 길잡이 OPS(방음용보호구)
[SUMMARY] 방음용보호구 안전인증제품의 올바른 착용 및 사용방법 안내 - 방음용보호구 종류 및 등급에 따른 사용장소 - 안전인증 표시 - 구매, 사용 지침 및 주의사항 등"
list1_44065,0,달비계 안전수칙,"[TITLE] 달비계 작업 안전수칙 체크리스트
[SUMMARY] 관리감독자용 달비계 작업 안전수칙 체크리스트"
list1_44065,1,달비계 작업할 때 관리감독자가 확인할 체크리스트 자료,"[TITLE] 달비계 작업 안전수칙 체크리스트
[SUMMARY] 관리감독자용 달비계 작업 안전수칙 체크리스트"
